,Course,College,Graduated,SCHOOL,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr
1121,BS ENVIRONMENTAL SCIENCE,CFES,1,AYALA NATIONAL HIGH SCHOOL,68.5,66.85,72.66,63.45,79.78,73.34
1122,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37
1123,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37
1124,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,82.02,77.12,72.66,63.45,95.65,84.19
1125,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,82.02,77.12,72.66,63.45,95.65,84.19
1126,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25
1127,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,82.02,77.12,72.66,63.45,95.65,84.19
1128,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,48.4,59.25,10.45,53.29,60.09
1129,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37
1130,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,48.4,59.25,10.45,53.29,60.09
1131,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,82.02,77.12,72.66,63.45,95.65,84.19
1132,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25
1133,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25
1134,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37
1135,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37
1136,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,82.02,77.12,72.66,63.45,95.65,84.19
1137,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25
1138,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25
1139,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37
1140,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,48.4,59.25,10.45,53.29,60.09
1141,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25
1142,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,82.02,77.12,72.66,63.45,95.65,84.19
1143,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,48.4,59.25,10.45,53.29,60.09
1144,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25
1145,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,48.4,59.25,10.45,53.29,60.09
1146,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37
1147,BS ISLAMIC STUDIES,CAIS,1,NOTRE DAME OF JOLO COLLEGE,86.35,92.88,89.19,14.31,83.75,85.57
1148,BS ISLAMIC STUDIES,CAIS,1,BALUNO NATIONAL HIGH SCHOOL,47.0,77.12,76.79,89.31,63.1,71.42
1149,BS ISLAMIC STUDIES,CAIS,1,NOTRE DAME OF BONGAO,55.84,42.05,66.81,75.28,63.1,62.48
1150,BS ISLAMIC STUDIES,CAIS,1,ARENA BLANCO NATIONAL HIGH SCHOOL,68.5,48.4,44.12,34.54,72.9,61.37
1151,BS ISLAMIC STUDIES,CAIS,1,SOUTHERN CITY COLLEGES,74.8,90.94,76.79,79.96,53.29,81.43
1152,BS ISLAMIC STUDIES,CAIS,1,"UNIVERSAL COLLEGE OF SOUTHEAST ASIA AND THE FACIFIC, INC.",76.83,77.12,36.55,10.45,33.69,61.37
1153,BS ISLAMIC STUDIES,CAIS,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,74.8,94.82,18.75,34.54,53.29,69.19
1154,BS ISLAMIC STUDIES,CAIS,1,SOUTHERN CITY COLLEGES,52.9,94.82,29.96,70.61,20.6,61.37
1155,BS ISLAMIC STUDIES,CAIS,1,MERCEDES NATIONAL HIGH SCHOOL,61.05,54.75,29.96,53.82,79.78,60.09
1156,BS ISLAMIC STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,44.05,77.12,29.96,84.63,53.29,60.09
1157,BS ISLAMIC STUDIES,CAIS,1,COMPUTER TECHNOLOGY INSTITUTE,63.53,77.12,51.68,84.63,53.29,71.42
1158,BS ISLAMIC STUDIES,CAIS,1,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,47.0,71.99,91.97,24.91,26.06,60.09
1159,BS ISLAMIC STUDIES,CAIS,1,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,58.56,61.11,85.06,79.96,33.69,69.19
1160,BS ISLAMIC STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,70.75,61.11,51.68,34.54,79.78,66.95
1161,BS ISLAMIC STUDIES,CAIS,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,70.75,54.75,59.25,44.18,43.49,63.6
1162,BS ISLAMIC STUDIES,CAIS,1,MERCEDES NATIONAL HIGH SCHOOL,47.0,61.11,76.79,79.96,43.49,63.6
1163,BS ISLAMIC STUDIES,CAIS,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,82.02,71.99,76.79,84.63,63.1,82.81
1164,BS ISLAMIC STUDIES,CAIS,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,78.85,77.12,51.68,70.61,26.06,72.43
1165,BS ISLAMIC STUDIES,CAIS,1,NOTRE DAME OF SIASI,61.05,71.99,59.25,75.28,33.69,65.83
1166,BS ISLAMIC STUDIES,CAIS,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,61.05,77.12,66.81,53.82,79.78,70.3
1167,BS ISLAMIC STUDIES,CAIS,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,44.05,66.85,80.93,63.45,53.29,62.48
1168,BS ASIAN STUDIES,CAIS,1,"BRENT HOSPITAL AND COLLEGES, INC.",74.8,87.4,72.66,63.45,53.29,76.98
1169,BS ASIAN STUDIES,CAIS,1,NONE,63.53,42.05,59.25,84.63,53.29,65.83
1170,BS ASIAN STUDIES,CAIS,1,CULIANAN NATIONAL HIGH SCHOOL,63.53,77.12,24.36,84.63,53.29,66.95
1171,BS ASIAN STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,78.85,77.12,76.79,75.28,87.72,83.5
1172,BS ASIAN STUDIES,CAIS,1,AMA COMPUTER COLLEGE,61.05,66.85,44.12,63.45,53.29,62.48
1173,BS ASIAN STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,66.01,61.11,59.25,44.18,43.49,62.48
1174,BS ASIAN STUDIES,CAIS,1,CULIANAN NATIONAL HIGH SCHOOL,78.85,77.12,59.25,6.59,72.9,69.19
1175,BS ASIAN STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,47.0,87.4,66.81,84.63,63.1,70.3
1176,BS ASIAN STUDIES,CAIS,1,AYALA NATIONAL HIGH SCHOOL,72.78,77.12,59.25,63.45,33.69,70.3
1177,BS ASIAN STUDIES,CAIS,1,CULIANAN NATIONAL HIGH SCHOOL,58.56,71.99,24.36,79.96,63.1,63.6
1178,BS ASIAN STUDIES,CAIS,1,CABALUAY NATIONAL HIGH SCHOOL,70.75,90.94,76.79,84.63,79.78,82.81
1179,BS ASIAN STUDIES,CAIS,1,RECODO NATIONAL HIGH SCHOOL,63.53,48.4,66.81,89.31,43.49,68.07
1180,BS ASIAN STUDIES,CAIS,1,PILAR COLLEGE,61.05,71.99,44.12,18.16,87.72,63.6
1181,BS ASIAN STUDIES,CAIS,1,SYSTEM TECHNOLOGY INSTITUTE,74.8,66.85,44.12,44.18,72.9,69.19
1182,BS ASIAN STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,55.84,71.99,36.55,63.45,53.29,60.09
1183,BS ASIAN STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,66.01,87.4,72.66,44.18,83.75,75.16
1184,BS ASIAN STUDIES,CAIS,1,NOTRE DAME OF SIASI,70.75,66.85,72.66,18.16,72.9,68.07
1185,BS ASIAN STUDIES,CAIS,1,SYSTEM TECHNOLOGY INSTITUTE,61.05,30.03,51.68,79.96,79.78,63.6
1186,BS ASIAN STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,74.8,71.99,24.36,63.45,83.75,71.42
1187,BS ASIAN STUDIES,CAIS,1,MAHARDIKA INSTITUTE OF TECHNOLOGY,88.66,87.4,85.06,53.82,79.78,87.64
1188,BS ASIAN STUDIES,CAIS,1,CLARET HIGH SCHOOL ZAMBOANGA,83.47,71.99,36.55,10.45,87.72,72.43
1189,BS ASIAN STUDIES,CAIS,1,CULIANAN NATIONAL HIGH SCHOOL,58.56,87.4,24.36,34.54,63.1,60.09
1190,BS ASIAN STUDIES,CAIS,1,NONE,70.75,71.99,72.66,75.28,87.72,78.81
1191,BS ASIAN STUDIES,CAIS,1,CLARET SCHOOL OF LAMITAN,63.53,61.11,51.68,24.91,63.1,60.09
1192,BS ASIAN STUDIES,CAIS,1,SOUTHERN CITY COLLEGES,76.83,48.4,80.93,44.18,43.49,70.3
1193,BS NURSING,CN,0,WESTERN MINDANAO STATE UNIVERSITY,78.85,90.94,76.79,79.96,72.9,84.19
1194,BS NURSING,CN,0,WESTERN MINDANAO STATE UNIVERSITY,96.52,92.88,76.79,63.45,72.9,92.51
1195,BS NURSING,CN,0,CLARET HIGH SCHOOL ZAMBOANGA,94.11,92.88,93.41,63.45,79.78,93.22
1196,BS NURSING,CN,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,88.66,82.26,76.79,44.18,98.81,89.17
1197,BS NURSING,CN,0,ATENEO DE ZAMBOANGA UNIVERSITY,91.83,82.26,85.06,79.96,98.81,93.53
1198,BS NURSING,CN,0,WESTERN MINDANAO STATE UNIVERSITY,98.41,82.26,94.84,34.54,83.75,94.79
1199,BS NURSING,CN,0,REGIONAL SCIENCE HIGH SCHOOL,83.47,87.4,72.66,79.96,87.72,86.95
1200,BS NURSING,CN,0,WESTERN MINDANAO STATE UNIVERSITY,97.39,98.7,80.93,99.2,97.87,98.69
1201,BS NURSING,CN,0,WESTERN MINDANAO STATE UNIVERSITY,78.85,87.4,80.93,93.38,72.9,86.95
1202,BS NURSING,CN,0,WESTERN MINDANAO STATE UNIVERSITY,80.58,54.75,36.55,10.45,43.49,60.09
1203,BS NURSING,CN,0,NOTRE DAME OF JOLO COLLEGE,92.71,92.88,85.06,89.31,83.75,93.53
1204,BS NURSING,CN,0,NONE,91.83,94.82,98.86,95.71,91.68,97.09
1205,BS NURSING,CN,0,ATENEO DE ZAMBOANGA UNIVERSITY,94.81,92.88,91.97,92.22,87.72,95.73
1206,BS NURSING,CN,0,ATENEO DE ZAMBOANGA UNIVERSITY,89.71,92.88,89.19,94.54,83.75,93.85
1207,BS NURSING,CN,0,NOTRE DAME OF JOLO COLLEGE,94.81,92.88,72.66,34.54,83.75,90.13
1208,BS NURSING,CN,0,AYALA NATIONAL HIGH SCHOOL,78.85,87.4,44.12,34.54,43.49,71.42
1209,BS NURSING,CN,0,SAINT PAUL SCHOOL,88.66,90.94,89.19,53.82,95.65,90.6
1210,BS NURSING,CN,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,80.58,87.4,89.19,44.18,79.78,83.5
1211,BS NURSING,CN,0,COMPUTER TECHNOLOGY INSTITUTE,96.95,96.76,76.79,97.62,79.78,96.72
1212,BS NURSING,CN,0,"BRENT HOSPITAL AND COLLEGES, INC.",89.71,71.99,80.93,75.28,95.65,89.65
1213,BS NURSING,CN,0,ATENEO DE ZAMBOANGA UNIVERSITY,52.9,61.11,51.68,84.63,72.9,65.83
1214,BS NURSING,CN,0,REGIONAL SCIENCE HIGH SCHOOL,99.74,96.76,99.43,95.71,97.87,99.68
1215,BS NURSING,CN,0,MAHARDIKA INSTITUTE OF TECHNOLOGY,78.85,87.4,59.25,84.63,83.75,83.5
1216,BS NURSING,CN,0,SOUTHERN CITY COLLEGES,99.42,99.7,98.58,95.71,91.68,99.36
1217,BS NURSING,CN,0,PILAR COLLEGE,86.35,94.82,89.19,63.45,53.29,87.64
1218,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,87.6,71.99,72.66,14.31,91.68,81.43
1219,BS CRIMINOLOGY,CCJE,0,LOYOLA HIGH SCHOOL,61.05,61.11,51.68,63.45,43.49,61.37
1220,BS CRIMINOLOGY,CCJE,0,LAPAK NATIONAL SCHOOL OF FISHERIES,37.99,71.99,76.79,53.82,72.9,61.37
1221,BS CRIMINOLOGY,CCJE,0,"BRENT HOSPITAL AND COLLEGES, INC.",95.51,92.88,99.43,98.29,83.75,98.31
1222,BS CRIMINOLOGY,CCJE,0,SYSTEM TECHNOLOGY INSTITUTE,86.35,71.99,44.12,84.63,79.78,82.81
1223,BS CRIMINOLOGY,CCJE,0,AYALA NATIONAL HIGH SCHOOL,55.84,82.26,66.81,44.18,33.69,62.48
1224,BS CRIMINOLOGY,CCJE,0,AYALA NATIONAL HIGH SCHOOL,70.75,92.88,85.06,75.28,72.9,82.81
1225,BS CRIMINOLOGY,CCJE,0,CULIANAN NATIONAL HIGH SCHOOL,80.58,87.4,51.68,75.28,63.1,79.72
1226,BS CRIMINOLOGY,CCJE,0,WESTERN MINDANAO STATE UNIVERSITY,76.83,54.75,44.12,95.71,72.9,78.81
1227,BS CRIMINOLOGY,CCJE,0,ATENEO DE ZAMBOANGA UNIVERSITY,93.41,87.4,76.79,84.63,33.69,89.17
1228,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,68.5,98.7,36.55,44.18,79.78,75.16
1229,BS CRIMINOLOGY,CCJE,0,NONE,93.41,90.94,66.81,44.18,95.65,90.13
1230,BS CRIMINOLOGY,CCJE,0,ATENEO DE ZAMBOANGA UNIVERSITY,90.77,92.88,51.68,84.63,63.1,88.22
1231,BS CRIMINOLOGY,CCJE,0,NONE,66.01,82.26,85.06,34.54,43.49,71.42
1232,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,55.84,42.05,76.79,75.28,87.72,69.19
1233,BS CRIMINOLOGY,CCJE,0,SYSTEM TECHNOLOGY INSTITUTE,78.85,82.26,29.96,34.54,79.78,72.43
1234,BS CRIMINOLOGY,CCJE,0,CLARET HIGH SCHOOL ZAMBOANGA,76.83,82.26,59.25,94.54,91.68,86.26
1235,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,74.8,61.11,13.15,63.45,72.9,64.72
1236,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,66.01,61.11,59.25,79.96,53.29,69.19
1237,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,82.02,87.4,36.55,14.31,20.6,65.83
1238,BS CRIMINOLOGY,CCJE,0,SYSTEM TECHNOLOGY INSTITUTE,78.85,87.4,76.79,53.82,79.78,81.43
1239,BS CRIMINOLOGY,CCJE,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,68.5,54.75,36.55,63.45,72.9,64.72
1240,BS CRIMINOLOGY,CCJE,0,UNIVERSIDAD DE ZAMBOANGA,55.84,66.85,59.25,34.54,63.1,60.09
1241,BS CRIMINOLOGY,CCJE,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,88.66,94.82,93.41,92.22,83.75,93.85
1242,BS CRIMINOLOGY,CCJE,0,ATENEO DE ZAMBOANGA UNIVERSITY,90.77,92.88,80.93,89.31,87.72,92.9
1243,BS BIOLOGY,CSM,0,PILAR COLLEGE,82.02,87.4,76.79,75.28,95.65,87.64
1244,BS BIOLOGY,CSM,0,CLARET COLLEGE OF ISABELA,83.47,90.94,51.68,44.18,87.72,82.12
1245,BS BIOLOGY,CSM,0,KIPIT AGRO FISHERY HIGH SCHOOL,96.95,82.26,72.66,79.96,63.1,92.03
1246,BS BIOLOGY,CSM,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,90.77,48.4,59.25,70.61,26.06,76.98
1247,BS BIOLOGY,CSM,0,SAINT JOSEPH SCHOOL,94.11,92.88,93.41,75.28,72.9,93.53
1248,BS BIOLOGY,CSM,0,WESTERN MINDANAO STATE UNIVERSITY,63.53,54.75,76.79,14.31,63.1,61.37
1249,BS BIOLOGY,CSM,0,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,74.8,61.11,98.86,63.45,53.29,82.12
1250,BS BIOLOGY,CSM,0,WESTERN MINDANAO STATE UNIVERSITY,94.81,54.75,76.79,89.31,87.72,91.08
1251,BS BIOLOGY,CSM,0,COMPUTER TECHNOLOGY INSTITUTE,70.75,92.88,44.12,75.28,87.72,79.72
1252,BS BIOLOGY,CSM,0,CLARET COLLEGE OF ISABELA,90.77,77.12,72.66,53.82,72.9,84.88
1253,BS BIOLOGY,CSM,0,MSU - TAWI-TAWI COLLEGE OF TECHNOLOGY & OCEANOGRAPHY,86.35,92.88,85.06,84.63,72.9,89.65
1254,BS BIOLOGY,CSM,0,ZAMBOANGA A.E. COLLEGES,78.85,77.12,72.66,53.82,53.29,76.07
1255,BS BIOLOGY,CSM,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,70.75,66.85,59.25,44.18,79.78,70.3
1256,BS BIOLOGY,CSM,0,SOUTHERN CITY COLLEGES,90.77,82.26,85.06,84.63,72.9,90.13
1257,BS BIOLOGY,CSM,0,TALUSAN NATIONAL HIGH SCHOOL,93.41,92.88,98.86,97.62,63.1,96.72
1258,BS BIOLOGY,CSM,0,ATENEO DE ZAMBOANGA UNIVERSITY,87.6,87.4,89.19,89.31,83.75,91.08
1259,BS BIOLOGY,CSM,0,SOUTHERN CITY COLLEGES,94.11,82.26,89.19,75.28,63.1,91.08
1260,BS BIOLOGY,CSM,0,CLARET HIGH SCHOOL ZAMBOANGA,84.91,94.82,59.25,89.31,72.9,87.64
1261,BS BIOLOGY,CSM,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,83.47,66.85,66.81,44.18,72.9,76.98
1262,BS BIOLOGY,CSM,0,NONE,90.77,87.4,66.81,94.54,4.24,85.57
1263,BS BIOLOGY,CSM,0,NONE,63.53,61.11,76.79,79.96,63.1,72.43
1264,BS BIOLOGY,CSM,0,SYSTEM TECHNOLOGY INSTITUTE,74.8,61.11,76.79,84.63,87.72,81.43
1265,BS BIOLOGY,CSM,0,WESTERN MINDANAO STATE UNIVERSITY,68.5,61.11,66.81,75.28,33.69,68.07
1266,BS BIOLOGY,CSM,0,PILAR COLLEGE,78.85,35.7,94.84,14.31,53.29,71.42
1267,BS BIOLOGY,CSM,0,WESTERN MINDANAO STATE UNIVERSITY,66.01,77.12,44.12,53.82,63.1,66.95
1268,BACHELOR OF SECONDARY EDUCATION,CTE,0,MABUHAY-ESU,58.56,94.82,66.81,95.71,63.1,81.43
1269,BACHELOR OF SECONDARY EDUCATION,CTE,0,SANGALI NATIONAL HIGH SCHOOL,91.83,94.82,93.41,84.63,87.72,94.48
1270,BACHELOR OF SECONDARY EDUCATION,CTE,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,92.71,71.99,97.72,89.31,79.78,93.53
1271,BACHELOR OF SECONDARY EDUCATION,CTE,0,AVE MARIA ACADEMY,98.9,82.26,89.19,84.63,63.1,95.73
1272,BACHELOR OF SECONDARY EDUCATION,CTE,0,COMPUTER TECHNOLOGY INSTITUTE,86.35,82.26,91.97,70.61,87.72,89.17
1273,BACHELOR OF SECONDARY EDUCATION,CTE,0,NOTHERN CHRISTIAN COLLEGE,87.6,87.4,91.97,92.22,79.78,91.56
1274,BACHELOR OF SECONDARY EDUCATION,CTE,0,MERCEDES NATIONAL HIGH SCHOOL,96.52,87.4,76.79,70.61,87.72,93.22
1275,BACHELOR OF SECONDARY EDUCATION,CTE,0,WESTERN MINDANAO STATE UNIVERSITY,93.41,90.94,96.28,75.28,87.72,94.48
1276,BACHELOR OF SECONDARY EDUCATION,CTE,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,82.02,87.4,85.06,75.28,79.78,86.26
1277,BACHELOR OF SECONDARY EDUCATION,CTE,0,UNIVERSIDAD DE ZAMBOANGA,92.71,66.85,66.81,84.63,53.29,86.26
1278,BACHELOR OF SECONDARY EDUCATION,CTE,0,ATENEO DE ZAMBOANGA UNIVERSITY,93.41,92.88,93.41,70.61,83.75,93.53
1279,BACHELOR OF SECONDARY EDUCATION,CTE,0,ZAMBOANGA CHONG HUA HIGH SCHOOL,91.83,35.7,97.72,24.91,72.9,84.88
1280,BACHELOR OF SECONDARY EDUCATION,CTE,0,AYALA NATIONAL HIGH SCHOOL,96.52,87.4,89.19,89.31,91.68,95.73
1281,BACHELOR OF SECONDARY EDUCATION,CTE,0,NONE,82.02,71.99,93.41,94.54,79.78,89.65
1282,BACHELOR OF SECONDARY EDUCATION,CTE,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,87.6,98.7,76.79,53.82,91.68,90.13
1283,BACHELOR OF SECONDARY EDUCATION,CTE,0,AMA COMPUTER COLLEGE,78.85,61.11,72.66,70.61,87.72,79.72
1284,BACHELOR OF SECONDARY EDUCATION,CTE,0,GODOD NATIONAL HIGH SCHOOL,83.47,35.7,80.93,75.28,79.78,79.72
1285,BACHELOR OF SECONDARY EDUCATION,CTE,0,TUNGAWAN - ESU,94.81,54.75,91.97,89.31,91.68,93.22
1286,BACHELOR OF SECONDARY EDUCATION,CTE,0,SOUTHERN CITY COLLEGES,92.71,98.7,85.06,94.54,91.68,95.98
1287,BS SOCIAL WORK,CSWCD,0,IMELDA-ESU,72.78,66.85,51.68,75.28,79.78,74.25
1288,BS SOCIAL WORK,CSWCD,0,SYSTEM TECHNOLOGY INSTITUTE,87.6,92.88,89.19,63.45,63.1,88.22
1289,BS SOCIAL WORK,CSWCD,0,BUNGUIAO NATIONAL HIGH SCHOOL,68.5,82.26,44.12,53.82,43.49,66.95
1290,BS SOCIAL WORK,CSWCD,0,CABALUAY NATIONAL HIGH SCHOOL,74.8,82.26,72.66,34.54,43.49,72.43
1291,BS SOCIAL WORK,CSWCD,0,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,70.75,96.76,66.81,44.18,72.9,77.9
1292,BS SOCIAL WORK,CSWCD,0,CLARET SCHOOL OF LAMITAN,90.77,92.88,72.66,79.96,83.75,90.6
1293,BS SOCIAL WORK,CSWCD,0,SAINT VINCENT'S COLLEGE INC.,84.91,66.85,76.79,63.45,79.78,82.12
1294,BS SOCIAL WORK,CSWCD,0,BASILAN NATIONAL HIGH SCHOOL,76.83,82.26,97.72,24.91,83.75,84.19
1295,BS SOCIAL WORK,CSWCD,0,FERNDALE INTERNATIONAL SCHOOL,87.6,66.85,51.68,70.61,53.29,78.81
1296,BS SOCIAL WORK,CSWCD,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,63.53,71.99,91.97,84.63,26.06,75.16
1297,BS SOCIAL WORK,CSWCD,0,GUTALAC NATIONAL HIGH SCHOOL,84.91,96.76,85.06,24.91,87.72,87.64
1298,BS SOCIAL WORK,CSWCD,0,SOUTHERN CITY COLLEGES,63.53,71.99,91.97,70.61,79.78,77.9
1299,BS SOCIAL WORK,CSWCD,0,BALUNO NATIONAL HIGH SCHOOL,86.35,92.88,51.68,14.31,53.29,76.98
1300,BS SOCIAL WORK,CSWCD,0,RECODO NATIONAL HIGH SCHOOL,70.75,48.4,51.68,53.82,83.75,68.07
1301,BS SOCIAL WORK,CSWCD,0,BUNGUIAO NATIONAL HIGH SCHOOL,84.91,77.12,76.79,70.61,83.75,84.88
1302,BS SOCIAL WORK,CSWCD,0,WESTERN MINDANAO STATE UNIVERSITY,82.02,71.99,59.25,93.38,72.9,83.5
1303,BS SOCIAL WORK,CSWCD,0,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,89.71,71.99,36.55,34.54,20.6,72.43
1304,BS SOCIAL WORK,CSWCD,0,ATENEO DE ZAMBOANGA UNIVERSITY,87.6,82.26,72.66,89.31,99.75,92.51
1305,BS SOCIAL WORK,CSWCD,0,MANICAHAN NATIONAL HIGH SCHOOL,52.9,77.12,59.25,70.61,43.49,63.6
1306,BS SOCIAL WORK,CSWCD,0,BALIWASAN SENIOR HIGH SCHOOL WEST,52.9,71.99,59.25,63.45,63.1,63.6
1307,BS SOCIAL WORK,CSWCD,0,SYSTEM TECHNOLOGY INSTITUTE,66.01,77.12,24.36,70.61,33.69,62.48
1308,BS SOCIAL WORK,CSWCD,0,NONE,87.6,87.4,89.19,75.28,79.78,89.17
1309,BS SOCIAL WORK,CSWCD,0,BALIWASAN SENIOR HIGH SCHOOL WEST,78.85,77.12,80.93,75.28,72.9,82.12
1310,BS SOCIAL WORK,CSWCD,0,SYSTEM TECHNOLOGY INSTITUTE,82.02,30.03,36.55,24.91,91.68,68.07
1311,BS SOCIAL WORK,CSWCD,0,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,70.75,82.26,29.96,63.45,43.49,66.95
1312,BS INFORMATION TECHNOLOGY,CCS,0,"BRENT HOSPITAL AND COLLEGES, INC.",68.5,66.85,72.66,63.45,63.1,71.42
1313,BS INFORMATION TECHNOLOGY,CCS,0,CLARET HIGH SCHOOL,95.51,87.4,94.84,63.45,83.75,93.85
1314,BS INFORMATION TECHNOLOGY,CCS,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,49.95,87.4,80.93,93.38,87.72,80.63
1315,BS INFORMATION TECHNOLOGY,CCS,0,UNIVERSIDAD DE ZAMBOANGA,86.35,92.88,89.19,79.96,53.29,88.7
1316,BS INFORMATION TECHNOLOGY,CCS,0,CULIANAN NATIONAL HIGH SCHOOL,90.77,66.85,59.25,24.91,79.78,80.63
1317,BS INFORMATION TECHNOLOGY,CCS,0,WESTERN MINDANAO STATE UNIVERSITY,63.53,77.12,59.25,24.91,26.06,60.09
1318,BS INFORMATION TECHNOLOGY,CCS,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,87.6,77.12,93.41,95.71,83.75,92.9
1319,BS INFORMATION TECHNOLOGY,CCS,0,PILAR COLLEGE,78.85,71.99,96.28,18.16,63.1,79.72
